database_name,schema_name,table_name,column_name,description,data_type,is_primary_key,is_foreign_key,is_nullable
ecommerce_db,acme_corp,employees,employee_id,Unique employee identifier (format: EMP###). Primary key. Stable across role changes.,STRING,True,False,False
ecommerce_db,acme_corp,employees,employment_status,"Current status: active, terminated, on_leave.",STRING,False,False,True
ecommerce_db,acme_corp,employees,employment_type,"Employment category: full_time, part_time, contractor.",STRING,False,False,True
ecommerce_db,acme_corp,employees,first_name,Employee legal first name.,STRING,False,False,False
ecommerce_db,acme_corp,employees,gender,Self-reported gender. Sensitive PII.,STRING,False,False,True
ecommerce_db,acme_corp,employees,hire_date,Date the employee started at ACME.,DATE,False,False,False
ecommerce_db,acme_corp,employees,job_title_id,FK to job_titles.job_title_id. Current title.,STRING,False,True,True
ecommerce_db,acme_corp,employees,last_name,Employee legal last name.,STRING,False,False,False
ecommerce_db,acme_corp,employees,manager_id,Logical self-reference to employees.employee_id. Direct manager; NULL for C-level.,STRING,False,False,True
ecommerce_db,acme_corp,employees,office_id,FK to offices.office_id. Primary assigned office (remote employees keep a nominal office).,STRING,False,True,True
ecommerce_db,acme_corp,employees,phone,Work phone number in E.164 format.,STRING,False,False,True
ecommerce_db,acme_corp,employees,skills,"ARRAY of skill tags, self-reported or inferred from HR tools.",ARRAY<STRING>,False,False,False
ecommerce_db,acme_corp,employees,team_id,FK to teams.team_id. Optional (not every employee belongs to a team).,STRING,False,True,True
ecommerce_db,acme_corp,employees,termination_date,Last working day. NULL for active employees.,DATE,False,False,True
ecommerce_db,acme_corp,employees,updated_at,Last update timestamp. Bumped on any row change.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,invoices,amount_usd,"Pre-tax amount, USD.",NUMERIC,False,False,True
ecommerce_db,acme_corp,invoices,customer_id,FK to customers.customer_id.,STRING,False,True,False
ecommerce_db,acme_corp,invoices,due_date,Payment due date (typically net 30).,DATE,False,False,True
ecommerce_db,acme_corp,invoices,invoice_id,Unique invoice identifier (format: INV###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,invoices,invoice_number,Human-readable invoice number (e.g. INV-2025-00001). Printed on the invoice.,STRING,False,False,True
ecommerce_db,acme_corp,invoices,issue_date,Date the invoice was issued. Partition key.,DATE,False,False,True
ecommerce_db,acme_corp,invoices,order_id,FK to orders.order_id. NULL for pure-subscription invoices.,STRING,False,True,True
ecommerce_db,acme_corp,invoices,paid_at,When the invoice was marked paid. NULL for unpaid invoices.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,invoices,status,"Invoice status: draft, sent, paid, overdue, void.",STRING,False,False,True
ecommerce_db,acme_corp,invoices,subscription_id,FK to subscriptions.subscription_id. NULL for one-time order invoices.,STRING,False,True,True
ecommerce_db,acme_corp,invoices,tax_usd,"Tax amount, USD.",NUMERIC,False,False,True
ecommerce_db,acme_corp,invoices,total_usd,Total invoice amount in USD.,NUMERIC,False,False,True
ecommerce_db,acme_corp,job_titles,currency,ISO 4217 currency code for the salary band.,STRING,False,False,True
ecommerce_db,acme_corp,job_titles,job_family,"Job family grouping: engineering, sales, product, customer_success, g_and_a.",STRING,False,False,True
ecommerce_db,acme_corp,job_titles,job_title_id,Unique job title identifier (format: JT###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,job_titles,level,"Career level code. IC1..IC8 for individual contributors, M1..M5 for managers.",STRING,False,False,True
ecommerce_db,acme_corp,job_titles,max_salary,Top of the salary band in the specified currency.,NUMERIC,False,False,True
ecommerce_db,acme_corp,job_titles,min_salary,Bottom of the salary band in the specified currency.,NUMERIC,False,False,True
ecommerce_db,acme_corp,job_titles,title,Human-readable title (e.g. Senior Software Engineer).,STRING,False,False,False
ecommerce_db,acme_corp,leads,assigned_to,FK to employees.employee_id of the assigned SDR/AE.,STRING,False,True,True
ecommerce_db,acme_corp,leads,campaign_id,FK to campaigns.campaign_id. NULL for unattributed leads.,STRING,False,True,True
ecommerce_db,acme_corp,leads,company,Free-text company name as provided by the lead.,STRING,False,False,True
ecommerce_db,acme_corp,leads,converted_at,When the lead was converted.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,leads,converted_customer_id,FK to customers.customer_id if the lead converted. NULL otherwise.,STRING,False,True,True
ecommerce_db,acme_corp,leads,created_at,When the lead was first captured. Partition key (by DATE).,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,leads,email,Lead email address.,STRING,False,False,True
ecommerce_db,acme_corp,leads,first_name,Lead first name.,STRING,False,False,True
ecommerce_db,acme_corp,leads,last_name,Lead last name.,STRING,False,False,True
ecommerce_db,acme_corp,leads,lead_id,Unique lead identifier (format: LEAD###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,leads,score,Lead score 0-100 from the marketing automation platform.,INT64,False,False,True
ecommerce_db,acme_corp,leads,source,"Lead source: web, event, referral, outbound, ads, social.",STRING,False,False,True
ecommerce_db,acme_corp,leads,status,"Lead state: new, contacted, qualified, disqualified, converted.",STRING,False,False,True
ecommerce_db,acme_corp,leads,title,Job title as provided.,STRING,False,False,True
ecommerce_db,acme_corp,offices,address,Full street address.,STRING,False,False,True
ecommerce_db,acme_corp,offices,city,City where the office is located.,STRING,False,False,True
ecommerce_db,acme_corp,offices,country,ISO 3166-1 alpha-2 country code.,STRING,False,False,False
ecommerce_db,acme_corp,offices,created_at,Row insert timestamp.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,offices,headcount_capacity,Maximum number of employees the office can seat.,INT64,False,False,True
ecommerce_db,acme_corp,offices,is_hq,TRUE for the global headquarters. Exactly one office should have this flag set.,BOOL,False,False,True
ecommerce_db,acme_corp,offices,name,"Display name of the office, typically city-based (e.g. San Francisco HQ).",STRING,False,False,False
ecommerce_db,acme_corp,offices,office_id,Unique office identifier (format: OFF###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,offices,opened_date,Date the office officially opened.,DATE,False,False,True
ecommerce_db,acme_corp,offices,timezone,IANA timezone identifier (e.g. America/Los_Angeles).,STRING,False,False,True
ecommerce_db,acme_corp,opportunities,amount_usd,Expected deal size in USD.,NUMERIC,False,False,True
ecommerce_db,acme_corp,opportunities,close_date,Expected or actual close date. Partition key.,DATE,False,False,True
ecommerce_db,acme_corp,opportunities,closed_at,When the opportunity was closed (won or lost).,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,opportunities,created_at,When the opportunity was created.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,opportunities,customer_id,FK to customers.customer_id.,STRING,False,True,True
ecommerce_db,acme_corp,opportunities,loss_reason,Free-text loss reason. Populated only for closed_lost.,STRING,False,False,True
ecommerce_db,acme_corp,opportunities,name,Opportunity display name.,STRING,False,False,True
ecommerce_db,acme_corp,opportunities,opportunity_id,Unique opportunity identifier (format: OPP###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,opportunities,owner_employee_id,FK to employees.employee_id. Deal owner (AE).,STRING,False,True,True
ecommerce_db,acme_corp,opportunities,probability,Win probability 0.0-1.0. Drives weighted pipeline.,NUMERIC,False,False,True
ecommerce_db,acme_corp,opportunities,source_lead_id,FK to leads.lead_id if this opp originated from a tracked lead.,STRING,False,True,True
ecommerce_db,acme_corp,opportunities,stage,"Pipeline stage: discovery, proposal, negotiation, closed_won, closed_lost.",STRING,False,False,True
ecommerce_db,acme_corp,order_items,discount_pct,Discount percentage applied to this line.,NUMERIC,False,False,True
ecommerce_db,acme_corp,order_items,line_total_usd,"Post-discount line total, USD.",NUMERIC,False,False,True
ecommerce_db,acme_corp,order_items,order_id,FK to orders.order_id.,STRING,False,True,False
ecommerce_db,acme_corp,order_items,order_item_id,Unique line item identifier (format: OI###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,order_items,product_id,FK to products.product_id.,STRING,False,True,False
ecommerce_db,acme_corp,order_items,quantity,Units ordered.,INT64,False,False,True
ecommerce_db,acme_corp,order_items,unit_price_usd,Pre-discount unit price in USD at time of order.,NUMERIC,False,False,True
ecommerce_db,acme_corp,orders,currency,ISO 4217 currency code. Amounts are stored in USD equivalents.,STRING,False,False,True
ecommerce_db,acme_corp,orders,customer_id,FK to customers.customer_id.,STRING,False,True,False
ecommerce_db,acme_corp,orders,order_date,Date the order was placed. Partition key.,DATE,False,False,True
ecommerce_db,acme_corp,orders,order_id,Unique order identifier (format: ORD###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,orders,placed_by_contact_id,FK to customer_contacts.contact_id. The customer-side purchaser.,STRING,False,True,True
ecommerce_db,acme_corp,orders,sales_rep_id,FK to employees.employee_id. The ACME sales rep.,STRING,False,True,True
ecommerce_db,acme_corp,orders,shipping_usd,"Shipping fee, USD. 0 for digital-only orders.",NUMERIC,False,False,True
ecommerce_db,acme_corp,orders,status,"Status: pending, shipped, delivered, cancelled, returned.",STRING,False,False,True
ecommerce_db,acme_corp,orders,subtotal_usd,"Sum of line items before tax and shipping, USD.",NUMERIC,False,False,True
ecommerce_db,acme_corp,orders,tax_usd,"Total tax, USD.",NUMERIC,False,False,True
ecommerce_db,acme_corp,orders,total_usd,Grand total in USD (subtotal + tax + shipping).,NUMERIC,False,False,True
ecommerce_db,acme_corp,payments,amount_usd,"Payment amount, USD. Negative or status=refunded for refunds.",NUMERIC,False,False,True
ecommerce_db,acme_corp,payments,currency,ISO 4217 currency code.,STRING,False,False,True
ecommerce_db,acme_corp,payments,customer_id,FK to customers.customer_id. Denormalized for query performance.,STRING,False,True,False
ecommerce_db,acme_corp,payments,invoice_id,FK to invoices.invoice_id.,STRING,False,True,False
ecommerce_db,acme_corp,payments,paid_at,Timestamp the payment cleared. Partition key (by DATE).,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,payments,payment_id,Unique payment identifier (format: PAY###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,payments,payment_method,"Method: card, ach, wire, check.",STRING,False,False,True
ecommerce_db,acme_corp,payments,processor,"Processor name: stripe, adyen, bank (for wires/ACH).",STRING,False,False,True
ecommerce_db,acme_corp,payments,processor_transaction_id,Processor-side transaction ID for reconciliation.,STRING,False,False,True
ecommerce_db,acme_corp,payments,status,"Status: succeeded, failed, refunded, pending.",STRING,False,False,True
ecommerce_db,acme_corp,performance_reviews,areas_for_improvement,Free-text development areas.,STRING,False,False,True
ecommerce_db,acme_corp,performance_reviews,employee_id,FK to employees.employee_id. The reviewee.,STRING,False,True,False
ecommerce_db,acme_corp,performance_reviews,numeric_score,Numeric score on a 1.0-5.0 scale.,NUMERIC,False,False,True
ecommerce_db,acme_corp,performance_reviews,overall_rating,"Categorical rating: exceeds, meets, below.",STRING,False,False,True
ecommerce_db,acme_corp,performance_reviews,review_id,Unique review identifier (format: REV###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,performance_reviews,review_period,"Review period label, e.g. 2025-H1.",STRING,False,False,True
ecommerce_db,acme_corp,performance_reviews,reviewer_id,FK to employees.employee_id. The reviewer (typically the manager).,STRING,False,True,False
ecommerce_db,acme_corp,performance_reviews,strengths,Free-text strengths noted by the reviewer.,STRING,False,False,True
ecommerce_db,acme_corp,performance_reviews,submitted_at,When the review was finalized and submitted.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,product_categories,category_id,Unique category identifier (format: CAT###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,product_categories,description,Free-text category description.,STRING,False,False,True
ecommerce_db,acme_corp,product_categories,name,Category display name.,STRING,False,False,False
ecommerce_db,acme_corp,product_categories,parent_category_id,Logical self-reference to product_categories.category_id. NULL for top-level categories.,STRING,False,False,True
ecommerce_db,acme_corp,products,category_id,FK to product_categories.category_id.,STRING,False,True,True
ecommerce_db,acme_corp,products,cost_usd,Internal unit cost in USD. Used for gross margin.,NUMERIC,False,False,True
ecommerce_db,acme_corp,products,description,Product description for marketing and sales collateral.,STRING,False,False,True
ecommerce_db,acme_corp,products,is_active,FALSE if the product is retired / not sellable.,BOOL,False,False,True
ecommerce_db,acme_corp,products,launched_at,Date the product went GA.,DATE,False,False,True
ecommerce_db,acme_corp,products,list_price_usd,Standard list price in USD (pre-discount).,NUMERIC,False,False,True
ecommerce_db,acme_corp,products,name,Product display name.,STRING,False,False,False
ecommerce_db,acme_corp,products,product_id,Unique product identifier (format: PROD###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,products,sku,SKU code used in billing systems.,STRING,False,False,True
ecommerce_db,acme_corp,products,tags,"ARRAY of product tags used for grouping (e.g. saas, on_prem, genai).",ARRAY<STRING>,False,False,False
ecommerce_db,acme_corp,project_assignments,allocation_pct,Percentage of time allocated (0-100).,NUMERIC,False,False,True
ecommerce_db,acme_corp,project_assignments,assignment_id,Unique assignment identifier (format: PA###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,project_assignments,employee_id,FK to employees.employee_id.,STRING,False,True,False
ecommerce_db,acme_corp,project_assignments,end_date,Assignment end date. NULL for ongoing.,DATE,False,False,True
ecommerce_db,acme_corp,project_assignments,project_id,FK to projects.project_id.,STRING,False,True,False
ecommerce_db,acme_corp,project_assignments,role,"Role on this project (e.g. Tech Lead, Designer, Exec Sponsor).",STRING,False,False,True
ecommerce_db,acme_corp,project_assignments,start_date,Assignment start date.,DATE,False,False,True
ecommerce_db,acme_corp,projects,actual_end_date,Actual completion date. NULL while in flight.,DATE,False,False,True
ecommerce_db,acme_corp,projects,budget_usd,Approved budget in USD.,NUMERIC,False,False,True
ecommerce_db,acme_corp,projects,department_id,FK to departments.department_id of the owning department.,STRING,False,True,True
ecommerce_db,acme_corp,projects,description,Free-text project description / charter summary.,STRING,False,False,True
ecommerce_db,acme_corp,projects,name,Project display name.,STRING,False,False,True
ecommerce_db,acme_corp,projects,project_id,Unique project identifier (format: PROJ###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,projects,project_lead_id,FK to employees.employee_id. The DRI.,STRING,False,True,True
ecommerce_db,acme_corp,projects,spend_usd,Cumulative spend in USD.,NUMERIC,False,False,True
ecommerce_db,acme_corp,projects,start_date,Planned / actual start date.,DATE,False,False,True
ecommerce_db,acme_corp,projects,status,"Status: planned, active, on_hold, completed, cancelled.",STRING,False,False,True
ecommerce_db,acme_corp,projects,target_end_date,Target completion date.,DATE,False,False,True
ecommerce_db,acme_corp,quotes,created_by,FK to employees.employee_id of the quote author.,STRING,False,True,True
ecommerce_db,acme_corp,quotes,discount_pct,Discount percentage applied to list.,NUMERIC,False,False,True
ecommerce_db,acme_corp,quotes,opportunity_id,FK to opportunities.opportunity_id.,STRING,False,True,False
ecommerce_db,acme_corp,quotes,quote_id,Unique quote identifier (format: Q###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,quotes,sent_at,When the quote was sent to the customer.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,quotes,status,"Quote status: draft, sent, accepted, rejected, expired.",STRING,False,False,True
ecommerce_db,acme_corp,quotes,total_amount_usd,"Total quote amount after discount, in USD.",NUMERIC,False,False,True
ecommerce_db,acme_corp,quotes,valid_until,Quote expiration date.,DATE,False,False,True
ecommerce_db,acme_corp,quotes,version,Quote version (1-based). Incremented on each revision.,INT64,False,False,True
ecommerce_db,acme_corp,sales_activities,activity_at,When the activity occurred. Partition key (by DATE).,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,sales_activities,activity_id,Unique activity identifier (format: ACT###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,sales_activities,activity_type,"Type: call, email, meeting, demo.",STRING,False,False,True
ecommerce_db,acme_corp,sales_activities,contact_id,FK to customer_contacts.contact_id.,STRING,False,True,True
ecommerce_db,acme_corp,sales_activities,duration_minutes,Activity duration in minutes.,INT64,False,False,True
ecommerce_db,acme_corp,sales_activities,employee_id,FK to employees.employee_id. The rep logging the activity.,STRING,False,True,True
ecommerce_db,acme_corp,sales_activities,lead_id,FK to leads.lead_id. NULL for opportunity-stage activities.,STRING,False,True,True
ecommerce_db,acme_corp,sales_activities,notes,Free-text activity notes.,STRING,False,False,True
ecommerce_db,acme_corp,sales_activities,opportunity_id,FK to opportunities.opportunity_id. NULL for lead-only activities.,STRING,False,True,True
ecommerce_db,acme_corp,sales_activities,subject,Short subject / title.,STRING,False,False,True
ecommerce_db,acme_corp,subscriptions,arr_usd,Annual recurring revenue in USD. Typically mrr_usd * 12.,NUMERIC,False,False,True
ecommerce_db,acme_corp,subscriptions,billing_cycle,"Billing cadence: monthly, annual.",STRING,False,False,True
ecommerce_db,acme_corp,subscriptions,cancelled_date,Cancellation date. NULL for active subs.,DATE,False,False,True
ecommerce_db,acme_corp,subscriptions,customer_id,FK to customers.customer_id.,STRING,False,True,False
ecommerce_db,acme_corp,subscriptions,mrr_usd,Monthly recurring revenue in USD.,NUMERIC,False,False,True
ecommerce_db,acme_corp,subscriptions,owner_employee_id,FK to employees.employee_id. Account owner (CSM).,STRING,False,True,True
ecommerce_db,acme_corp,subscriptions,plan_name,"Plan tier name (e.g. Enterprise Tier 3, Cloud Growth).",STRING,False,False,True
ecommerce_db,acme_corp,subscriptions,product_id,FK to products.product_id.,STRING,False,True,False
ecommerce_db,acme_corp,subscriptions,renewal_date,Next renewal date.,DATE,False,False,True
ecommerce_db,acme_corp,subscriptions,seats,Number of seats / licenses purchased.,INT64,False,False,True
ecommerce_db,acme_corp,subscriptions,start_date,Subscription start date. Partition key.,DATE,False,False,True
ecommerce_db,acme_corp,subscriptions,status,"Status: active, cancelled, past_due, trialing.",STRING,False,False,True
ecommerce_db,acme_corp,subscriptions,subscription_id,Unique subscription identifier (format: SUB###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,support_tickets,assigned_to,FK to employees.employee_id. Assigned support agent.,STRING,False,True,True
ecommerce_db,acme_corp,support_tickets,category,"Category: billing, technical, feature_request, bug.",STRING,False,False,True
ecommerce_db,acme_corp,support_tickets,contact_id,FK to customer_contacts.contact_id. The requester.,STRING,False,True,True
ecommerce_db,acme_corp,support_tickets,created_at,Ticket creation time. Partition key (by DATE).,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,support_tickets,csat_score,Post-resolution CSAT 1-5. NULL if not surveyed or no response.,INT64,False,False,True
ecommerce_db,acme_corp,support_tickets,customer_id,FK to customers.customer_id. NULL for prospect or anonymous tickets.,STRING,False,True,True
ecommerce_db,acme_corp,support_tickets,description,Initial problem description.,STRING,False,False,True
ecommerce_db,acme_corp,support_tickets,first_response_at,First agent response. Drives first-response SLA.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,support_tickets,priority,"Priority: low, normal, high, urgent.",STRING,False,False,True
ecommerce_db,acme_corp,support_tickets,resolved_at,When the ticket was moved to solved/closed.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,support_tickets,status,"Status: new, open, pending, solved, closed.",STRING,False,False,True
ecommerce_db,acme_corp,support_tickets,subject,Ticket subject line.,STRING,False,False,True
ecommerce_db,acme_corp,support_tickets,ticket_id,Unique ticket identifier (format: TICK###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,teams,department_id,FK to departments.department_id.,STRING,False,True,False
ecommerce_db,acme_corp,teams,formed_date,Date the team was formally created.,DATE,False,False,True
ecommerce_db,acme_corp,teams,is_active,FALSE if the team has been dissolved / reorganized away.,BOOL,False,False,True
ecommerce_db,acme_corp,teams,lead_employee_id,FK to employees.employee_id. Team lead / manager.,STRING,False,True,True
ecommerce_db,acme_corp,teams,name,"Team display name (e.g. Platform, Enterprise Sales).",STRING,False,False,False
